2024-01-09T18:05:34.870Z, none, false, down
2024-01-09T18:11:57.502Z, none, false, down
2024-01-09T18:16:51.993Z, none, false, down
2024-01-09T18:21:53.165Z, none, false, down
2024-01-09T18:27:09.616Z, none, false, down
2024-01-09T18:31:59.292Z, none, false, down
2024-01-09T18:37:02.768Z, none, false, down
2024-01-09T18:41:54.370Z, none, false, down
2024-01-09T18:46:59.352Z, none, false, down
2024-01-09T18:52:14.585Z, none, false, down
2024-01-09T18:57:47.899Z, none, false, down
2024-01-09T19:02:12.106Z, none, false, down
2024-01-09T19:09:43.888Z, none, false, down
2024-01-09T19:17:40.385Z, none, false, down
2024-01-09T19:22:46.696Z, none, false, down
2024-01-09T19:27:04.033Z, none, false, down
2024-01-09T19:31:03.816Z, none, false, down
2024-01-09T19:36:58.510Z, none, false, down
2024-01-09T19:46:19.477Z, none, false, down
2024-01-09T19:51:38.967Z, none, false, down
2024-01-09T20:10:56.778Z, none, false, down
2024-01-09T20:15:56.147Z, none, false, down
2024-01-09T20:20:56.205Z, none, false, down
2024-01-09T20:25:53.383Z, none, false, down
2024-01-09T20:30:56.130Z, none, false, down
2024-01-09T20:36:00.207Z, none, false, down
2024-01-09T20:40:58.292Z, none, false, down
2024-01-09T20:46:02.287Z, none, false, down
2024-01-09T20:51:03.643Z, none, false, down
